Date,Open,High,Low,Close
,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X
2024-06-26,1.2684721946716309,1.269196629524231,1.2620844841003418,1.268399715423584
2024-06-27,1.262148141860962,1.2669453620910645,1.2613521814346313,1.262179970741272
2024-06-28,1.2643823623657227,1.266175389289856,1.2620208263397217,1.2645741701126099
2024-07-01,1.2650221586227417,1.269534945487976,1.2637431621551514,1.2648621797561646
2024-07-02,1.2646220922470093,1.2685364484786987,1.2616386413574219,1.2645741701126099
2024-07-03,1.2688101530075073,1.2777103185653687,1.267909288406372,1.2690355777740479
2024-07-04,1.2747784852981567,1.2767316102981567,1.274047613143921,1.2747784852981567
2024-07-05,1.2756078243255615,1.2813777923583984,1.2756078243255615,1.2755752801895142
2024-07-08,1.2807377576828003,1.28468656539917,1.2802459001541138,1.2806508541107178
2024-07-09,1.281469702720642,1.2824623584747314,1.2779226303100586,1.2815583944320679
2024-07-10,1.2788705825805664,1.2847524881362915,1.2785271406173706,1.2787723541259766
2024-07-11,1.2854297161102295,1.2948671579360962,1.2850496768951416,1.285264492034912
2024-07-12,1.2925240993499756,1.2992074489593506,1.2903226613998413,1.292373776435852
2024-07-15,1.2967814207077026,1.299545168876648,1.2962770462036133,1.2966804504394531
2024-07-16,1.2970000505447388,1.2980270385742188,1.2940125465393066,1.2970000505447388
2024-07-17,1.297808051109314,1.3044612407684326,1.2966804504394531,1.29776930809021
2024-07-18,1.3008638620376587,1.3012869358062744,1.2969664335250854,1.3007453680038452
2024-07-19,1.294967770576477,1.294967770576477,1.2901561260223389,1.2951691150665283
2024-07-22,1.2932428121566772,1.2941465377807617,1.2906723022460938,1.2933096885681152
2024-07-23,1.293326497077942,1.2934937477111816,1.2888591289520264,1.2932428121566772
2024-07-24,1.2903226613998413,1.2938284873962402,1.2878466844558716,1.2901561260223389
2024-07-25,1.2898398637771606,1.2913390398025513,1.2862894535064697,1.289989709854126
2024-07-26,1.2855618000030518,1.2874983549118042,1.2850496768951416,1.2856775522232056
2024-07-29,1.286719799041748,1.2888425588607788,1.2807048559188843,1.2868356704711914
2024-07-30,1.2857933044433594,1.2865046262741089,1.2821005582809448,1.286041259765625
2024-07-31,1.283812403678894,1.2854461669921875,1.282248616218567,1.2836971282958984
2024-08-01,1.2853471040725708,1.286173701286316,1.2756078243255615,1.2853139638900757
2024-08-02,1.2728476524353027,1.2840267419815063,1.2708903551101685,1.27289617061615
2024-08-05,1.278821349143982,1.2816240787506104,1.2711488008499146,1.278788685798645
2024-08-06,1.278788685798645,1.2801638841629028,1.2673146724700928,1.2788705825805664
2024-08-07,1.2683273553848267,1.273577094078064,1.2683273553848267,1.2684721946716309
2024-08-08,1.2684882879257202,1.274209976196289,1.2666244506835938,1.2680377960205078
2024-08-09,1.2745997905731201,1.2774165868759155,1.272718071937561,1.2747459411621094
2024-08-12,1.2749898433685303,1.2794595956802368,1.2748922109603882,1.2750385999679565
2024-08-13,1.2772371768951416,1.2836146354675293,1.276519775390625,1.2771228551864624
2024-08-14,1.2866203784942627,1.286885380744934,1.2823965549468994,1.2866700887680054
2024-08-15,1.2825281620025635,1.2870675325393677,1.279983639717102,1.2828736305236816
2024-08-16,1.2859750986099243,1.2914557456970215,1.2858428955078125,1.2859420776367188
2024-08-19,1.2948336601257324,1.2997479438781738,1.2941633462905884,1.294716238975525
2024-08-20,1.29902184009552,1.3044441938400269,1.2975554466247559,1.2990386486053467
2024-08-21,1.303508996963501,1.3078734874725342,1.301168441772461,1.3035430908203125
2024-08-22,1.3092947006225586,1.3129045963287354,1.308215618133545,1.309346079826355
2024-08-23,1.3097577095031738,1.3229963779449463,1.3092775344848633,1.3097747564315796
2024-08-26,1.3214752674102783,1.3222440481185913,1.318252444267273,1.3212658166885376
2024-08-27,1.3192107677459717,1.324591040611267,1.3180805444717407,1.3191741704940796
2024-08-28,1.325644612312317,1.326259970664978,1.3192611932754517,1.3257501125335693
2024-08-29,1.3194527626037598,1.3227006196975708,1.3146650791168213,1.3193656206130981
2024-08-30,1.3165169954299927,1.3201320171356201,1.3126460313796997,1.3166210651397705
2024-09-02,1.3130769729614258,1.3154432773590088,1.3120776414871216,1.3128528594970703
2024-09-03,1.3141123056411743,1.3147515058517456,1.3090033531188965,1.314198613166809
2024-09-04,1.3113549947738647,1.317488431930542,1.3102381229400635,1.3114066123962402
2024-09-05,1.3144749402999878,1.3188087940216064,1.3138878345489502,1.3144749402999878
2024-09-06,1.3177313804626465,1.3234341144561768,1.3129907846450806,1.317748785018921
2024-09-09,1.313232183456421,1.314388632774353,1.3071553707122803,1.3133355379104614
2024-09-10,1.3069844245910645,1.310753345489502,1.304988980293274,1.307138204574585
2024-09-11,1.308215618133545,1.3111659288406372,1.3003225326538086,1.3080273866653442
